,grantee_num,States,cofips_g,city,grantee_name,address,city_name,grantee_name65
1474,91065,HI,3,2400,UNIVERSITY OF HAWAII,2444 DOLE STREET,HONOLULU,
16,103,ID,1,160,"EL-ADA, INC.",1705 BROADWAY,BOISE,"EL-ADA, INC."
18,107,ID,1,160,IDAHO SEOO,STATEHOUSE,BOISE,IDAHO SEOO
19,116,ID,45,480,"WESTERN IDAHO CAP, INC.",PO BOX 37,EMMETT,"WESTERN IDAHO CAP, INC."
20,124,ID,27,1200,CANYON COUNTY COMMUNITY COMMITTEE INC,906 2ND STREET SOUTH,NAMPA,CANYON COUNTY COMMUNITY COMMITTEE INC
22,136,ID,69,960,"COMMUNITY ACTION AGENCY, INC.",P.O. BOX 268,LEWISTON,"COMMUNITY ACTION AGENCY, INC."
23,140,ID,69,930,NEZ PERCE TRIBE OF IDAHO,P O BOX 305,LAPWAI,NEZ PERCE TRIBE OF IDAHO
24,145,ID,83,1830,SO CENTRAL COMMUNITY ACTION AGENCY INC,"PO BOX 531, 260 2ND ST EAST",TWIN FALLS,SO CENTRAL COMMUNITY ACTION AGENCY INC
25,295,ID,5,1430,SOUTH EASTERN IDAHO COMMUNITY ACTION AGY,145 SOUTH 3RD AVENUE,POCATELLO,SOUTH EASTERN IDAHO COMMUNITY ACTION AGY
26,314,ID,19,790,EASTERN IDAHO SPECIAL SERVICES AGENCY,270 N PLACER AVE - PO BX 1098,IDAHO FALLS,EASTERN IDAHO SPECIAL SERVICES AGENCY
762,50005,IL,43,1670,"COOK COUNTY LEGAL ASSIST FOUNDATION, INC",19 SOUTH LASALLE STREET,CHICAGO,"COOK COUNTY LEGAL ASSIST FOUNDATION, INC"
764,50012,IL,19,8770,UNIVERSITY OF ILLINOIS,,URBANA,UNIVERSITY OF ILLINOIS
765,50013,IL,31,1670,THE AMERICAN COLLEGE OF OB AND GYN,79 WEST MONROE STREET,CHICAGO,
766,50020,IL,31,1670,AMERICAN BAR ASSN-FUND FOR PUBLIC ED,1155 E 60TH ST.,CHICAGO,AMERICAN BAR ASSN-FUND FOR PUBLIC ED
767,50040,IL,31,1670,CHICAGO COMMITTEE ON URBAN OPPORTUNITY,640 N LASALLE ST,CHICAGO,CHICAGO COMMITTEE ON URBAN OPPORTUNITY
768,50045,IL,31,1670,CHICAGO HEALTH RESEARCH FOUNDATION,CHICAGO CIVIC CENTER-RM LL 139,CHICAGO,CHICAGO HEALTH RESEARCH FOUNDATION
771,50051,IL,31,1670,MID SOUTH HEALTH PLANNING ORG INC.,2600 SOUTH MICHIGAN AVE,CHICAGO,MID SOUTH HEALTH PLANNING ORG INC.
772,50052,IL,31,1670,THE ECUMENICAL INSTUTUTE,3444 WEST CONGRESS,CHICAGO,THE ECUMENICAL INSTUTUTE
773,50053,IL,31,7488,STUDENT AMERICAN MEDICAL ASSOCIATION,1400 HICKS ROAD,ROLLING MEADOWS,STUDENT AMERICAN MEDICAL ASSOCIATION
775,50055,IL,31,1670,GREATER LAWNDALE CONSERVATION COMMISSION,3222 WEST ROOSEVELT ROAD,CHICAGO,GREATER LAWNDALE CONSERVATION COMMISSION
776,50057,IL,31,1670,"COOK COUNTY OEO, INC.",600 S MICHIGAN AVE,CHICAGO,"COOK COUNTY OEO, INC."
779,50061,IL,19,8770,JANE ADDAMS GRAD SCHOOL OF SOCIAL WORK,UNIVERSITY OF ILLINOIS,URBANA,JANE ADDAMS GRAD SCHOOL OF SOCIAL WORK
780,50062,IL,43,1670,SHOESMITH SCHOOL PTA OF CHICAGO INC,4810 SOUTH KENWOOD,CHICAGO,SHOESMITH SCHOOL PTA OF CHICAGO INC
781,50063,IL,19,1550,URBAN LEAGUE OF CHAMPAIGN COUNTY,29 1-2 MAIN STREET,CHAMPAIGN,URBAN LEAGUE OF CHAMPAIGN COUNTY
783,50065,IL,43,1670,AMALGAMATED CHILD DAY CARE AND HEALTH,323 ASHLAND BOULEVARD,CHICAGO,AMALGAMATED CHILD DAY CARE AND HEALTH
786,50068,IL,31,1670,BOARD OF HIGHER EDUCATION,160 NORTH LASALLE,CHICAGO,BOARD OF HIGHER EDUCATION
788,50070,IL,43,1670,NATIONAL MEDICAL ASSOCIATION,1020 SOUTH WABASH AVE,CHICAGO,NATIONAL MEDICAL ASSOCIATION
789,50072,IL,43,1670,GOVERNORS OFFICE ON HUMAN RESOURCES,203 NORTH WABASH AVE,CHICAGO,GOVERNORS OFFICE ON HUMAN RESOURCES
792,50080,IL,31,1670,ILLINOIS MIGRANT COUNCIL,1307 S. WABASH,CHICAGO,ILLINOIS MIGRANT COUNCIL
793,50081,IL,31,1670,LEGAL AID BUREAU-UNITED CHAR OF CHICAGO,64 E JACKSON,CHICAGO,LEGAL AID BUREAU-UNITED CHAR OF CHICAGO
794,50082,IL,19,1550,LEGAL ASST FOUNDATION OF CHAMPAIGN CO,205 S WRIGHT,CHAMPAIGN,LEGAL ASST FOUNDATION OF CHAMPAIGN CO
795,50088,IL,77,1350,LEGAL ASST FOUND OF SOUTHERN ILL INC,127 NORTH WASHINGTON ST,CARBONDALE,LEGAL ASST FOUND OF SOUTHERN ILL INC
796,50096,IL,77,1350,CABONDALE COMPREHENSIVE CITY DEM PROGRAM,222 EAST MAIN STREET,CARBONDALE,CABONDALE COMPREHENSIVE CITY DEM PROGRAM
798,50105,IL,31,2870,NORTHWESTERN UNIVERSITY,2010 SHERIDAN ROAD,EVANSTON,NORTHWESTERN UNIVERSITY
806,50140,IL,35,3610,"EMBARRAS RIVER BASIN AG FOR EC OP, INC",115 S KENTUCKY ST,GREENUP,"EMBARRAS RIVER BASIN AG FOR EC OP, INC"
807,50150,IL,39,4840,CENTRAL ILLINOIS ECONOMIC DEV CORP.,130 N KICKAPOO,LINCOLN,CENTRAL ILLINOIS ECONOMIC DEV CORP.
808,50173,IL,189,1510,KASKASKIA COMMUNITY ACTION AGENCY INC,"405 E THIRD ST, PO BOX 845",CENTRALIA,KASKASKIA COMMUNITY ACTION AGENCY INC
809,50184,IL,89,560,KANE COUNTY COUNCIL FOR EO,10 W WILSON ST,BATAVIA,KANE COUNTY COUNCIL FOR EO
810,50187,IL,91,4380,KANKAKEELAND COMMUNITY ACTION PROGRAM,135 W COURT ST,KANKAKEE,KANKAKEELAND COMMUNITY ACTION PROGRAM
811,50196,IL,97,9100,LAKE COUNTY COMMUNITY ACTION PROJECT,5 N GENESEE ST,WAUKEGAN,LAKE COUNTY COMMUNITY ACTION PROJECT
812,50220,IL,115,2250,DECATUR-MACON CTY OPPOR CORP,204 W MAIN ST,DECATUR,DECATUR-MACON CTY OPPOR CORP
813,50222,IL,117,1360,ILLINOIS VALLEY ECONOMIC DEV CORP,120 1/2 W MAIN,CARLINVILLE,ILLINOIS VALLEY ECONOMIC DEV CORP
814,50238,IL,143,1850,CITY OF PEORIA CIT COM FOR EC OP INC,711 W MCBEAN,PEORIA,CITY OF PEORIA CIT COM FOR EC OP INC
815,50245,IL,153,4400,"SHAWNEE DEVELOPMENT COUNCIL, INC.",PO BOX 298,KARNAK,"SHAWNEE DEVELOPMENT COUNCIL, INC."
816,50249,IL,157,8260,WESTERN EGYPTIAN EO COUNCIL,"107 W BROADWAY, PO BOX 7",STEELEVILLE,WESTERN EGYPTIAN EO COUNCIL
817,50260,IL,163,2610,ST CLAIR COUNTY EO COMMISSION,219 S 26TH ST,EAST ST LOUIS,ST CLAIR COUNTY EO COMMISSION
818,50266,IL,167,8220,GOVERNORS OFFICE OF HUMAN RESOURCES,"525 W JEFFERSON, SUITE 215",SPRINGFIELD,GOVERNORS OFFICE OF HUMAN RESOURCES
819,50267,IL,167,8220,"SPRINGFIELD & SANGAMON COUNTY CA, INC.",1310 E ADAMS ST,SPRINGFIELD,"SPRINGFIELD & SANGAMON COUNTY CA, INC."
820,50271,IL,177,3220,NORTHWESTERN ILLINOIS CAA,641 E STEPHENSON ST,FREEPORT,NORTHWESTERN ILLINOIS CAA
821,50273,IL,183,2220,VERMILION COUNTY CAA,131 N JACKSON,DANVILLE,VERMILION COUNTY CAA
822,50282,IL,195,8280,TRI-COUNTY OPPORTUNITIES COUNCIL,212 3RD AVE,STERLING,TRI-COUNTY OPPORTUNITIES COUNCIL
823,50285,IL,197,4300,JOLIET-WILL COUNTY CAA,27 S CHICAGO ST,JOLIET,JOLIET-WILL COUNTY CAA
824,50289,IL,201,7460,ROCKFORD AREA CA ASSOCIATION,"PO BOX 94, 524 KENT ST",ROCKFORD,ROCKFORD AREA CA ASSOCIATION
973,51497,IL,113,6230,ILLINOIS STATE UNIVERSITY,,NORMAL,ILLINOIS STATE UNIVERSITY
976,51507,IL,31,1670,SOUTHERN CHRISTIAN LEADERSHIP FOUND,123 W. MADISON ST,CHICAGO,SOUTHERN CHRISTIAN LEADERSHIP FOUND
980,51519,IL,161,7470,PROJECT NOW,832 14 1/2 ST,ROCK ISLAND,PROJECT NOW
984,51525,IL,31,1670,NATIONAL LEGAL AID AND DEFENDER ASSN,1155 EAST 60TH STREET,CHICAGO,NATIONAL LEGAL AID AND DEFENDER ASSN
987,51528,IL,31,1670,NORTH LAWNDALE ECON DEVEL CORP,3324 W ROOSEVELT RD,CHICAGO,NORTH LAWNDALE ECON DEVEL CORP
989,51531,IL,121,1510,KASKASKIA LEGAL AID SOCIETY,112 S ELM STREET-PO BOX 304,CENTRALIA,KASKASKIA LEGAL AID SOCIETY
770,50049,IN,97,2210,REGION V MODEL CITIES CITIZENS COUN INC,3801 EAST 32 ND STREET,INDIANAPOLIS,REGION V MODEL CITIES CITIZENS COUN INC
778,50060,IN,157,2480,LAP HEAD START ADVISORY BOARD INC,1127 N 16TH STREET,LAFAYETTE,LAP HEAD START ADVISORY BOARD INC
784,50066,IN,97,2210,METROP HGT COUNCIL OF INDIANAPOLIS INC,39 EAST 39TH STREET,INDIANAPOLIS,METROP HGT COUNCIL OF INDIANAPOLIS INC
790,50073,IN,5,990,SOUTHERN INDIANA HOUSING DEVELOP CORP,442 1-2 FIFTH AVE PO BOX 1152,COLUMBUS,SOUTHERN INDIANA HOUSING DEVELOP CORP
802,50112,IN,141,3685,MIDWEST COUNCIL OF LARAZA UNIDA,PO BOX 606,NOTRE DAME,MIDWEST COUNCIL OF LARAZA UNIDA
825,50291,IN,3,1580,ALLEN COUNTY EO COUNCIL INC,412 EAST BERRY ST,FORT WAYNE,ALLEN COUNTY EO COUNCIL INC
826,50296,IN,5,990,"CAP OF BARTHOLOMEW, BROWN & JACKSON COS","PO BOX 588, 915 11TH ST",COLUMBUS,"CAP OF BARTHOLOMEW, BROWN & JACKSON COS"
827,50298,IN,19,2270,CLARK COUNTY COMMUNITY ACTION AGENCY,201 NATIONAL AVE,JEFFERSONVILLE,CLARK COUNTY COMMUNITY ACTION AGENCY
828,50303,IN,21,1870,CLAY-OWEN-PUTNAM CAP,712 1/2 MAPLE ST,GREENCASTLE,CLAY-OWEN-PUTNAM CAP
829,50305,IN,29,230,SOUTHEASTERN INDIANA E O CORP,237 MAIN ST,AURORA,SOUTHEASTERN INDIANA E O CORP
830,50307,IN,35,3360,"ACTION, INC OF DELAWARE COUNTY",303 W ADAMS ST,MUNCIE,"ACTION, INC OF DELAWARE COUNTY"
831,50310,IN,37,2260,"DUBOIS-PIKE-WARRICK, EO COMMITTEE",COURT HOUSE,JASPER,"DUBOIS-PIKE-WARRICK, EO COMMITTEE"
832,50315,IN,43,3400,FLOYD COUNTY EO CORPORATION,RM 22 CITY COUNTY BLDG,NEW ALBANY,FLOYD COUNTY EO CORPORATION
833,50317,IN,45,1040,COMMUNITY ACTION PROGRAM,421 5TH ST,COVINGTON,COMMUNITY ACTION PROGRAM
834,50321,IN,65,3450,"HANCOCK-HENRY COUNTY CAP, INC.",1126 1/2 RACE ST,NEW CASTLE,"HANCOCK-HENRY COUNTY CAP, INC."
835,50323,IN,75,4040,JOINT ORGANIZATION FOR BROADER SERVICES,315 W MAIN ST,PORTLAND,JOINT ORGANIZATION FOR BROADER SERVICES
836,50325,IN,143,4400,OHIO VALLEY OPPORTUNITIES INC.,1ST & BROADWAY,MADISON,OHIO VALLEY OPPORTUNITIES INC.
837,50327,IN,83,5030,"EO COMMITTEE, INC",525 N 4TH ST,VINCENNES,"EO COMMITTEE, INC"
838,50338,IN,89,1730,"LAKE COUNTY EO COUNCIL, INC.",708 BROADWAY,GARY,"LAKE COUNTY EO COUNCIL, INC."
839,50352,IN,93,3110,L O W ECONOMIC DEVELOPMENT CORPORATION,"602 1/2 MAIN ST, PO BOX 205",MITCHELL,L O W ECONOMIC DEVELOPMENT CORPORATION
840,50354,IN,95,140,"CA COUNCIL OF MADISON COUNTY, INC.",1407 LOCUST ST,ANDERSON,"CA COUNCIL OF MADISON COUNTY, INC."
841,50358,IN,97,2210,COMMUNITY ACTION AGAINST POVERTY,"611 N PARK AVE, SUITE 516",INDIANAPOLIS,COMMUNITY ACTION AGAINST POVERTY
842,50374,IN,123,4900,LINCOLN HILLS DEVELOPMENT CORPORATION,PO BOX 133,TROY,LINCOLN HILLS DEVELOPMENT CORPORATION
843,50377,IN,141,4580,ACTION COMM TO IMPROVE OPPORTUNITY NOW,1820 S MICHIGAN AVE,SOUTH BEND,ACTION COMM TO IMPROVE OPPORTUNITY NOW
844,50393,IN,167,4840,"VIGO COUNTY EO ACT COMM, INC.","RM 217, CITY HALL",TERRE HAUTE,"VIGO COUNTY EO ACT COMM, INC."
845,50398,IN,177,4120,"WAYNE CA COMMISSION, INC.","855 1/2 N 12TH ST, PO BOX 486",RICHMOND,"WAYNE CA COMMISSION, INC."
968,51237,IN,91,2990,MICHIGAN CITY FAIR HOUSING COMM INC,724 S FRANKLIN STREET,MICHIGAN CITY,MICHIGAN CITY FAIR HOUSING COMM INC
986,51527,IN,97,2210,ASSOCIATED MIGRANT OPPORTUNITY SERV INC,1100 WEST 42ND STREET,INDIANAPOLIS,ASSOCIATED MIGRANT OPPORTUNITY SERV INC
1191,70005,IA,153,2260,LEGAL AID SOCIETY OF POLK COUNTY IOWA,507 SHOPS BUILDING,DES MOINES,LEGAL AID SOCIETY OF POLK COUNTY IOWA
1194,70018,IA,13,8790,BLACK HAWK COUNTY LEGAL AID SOCIETY,708 FIRST NATIONAL BUILDING,WATERLOO,BLACK HAWK COUNTY LEGAL AID SOCIETY
1196,70024,IA,153,2260,STATE OF IOWA-OFFICE OF THE GOVERNOR,116 EAST 86TH STREET,DES MOINES,STATE OF IOWA-OFFICE OF THE GOVERNOR
1199,70029,IA,153,2260,ACCOUNTING AID SOCIETY OF POLK COUNTY,1215 UNIVERSITY AVENUE,DES MOINES,ACCOUNTING AID SOCIETY OF POLK COUNTY
1203,70147,IA,11,710,"BENTON, IOWA, POWESHIEK, TAMA CNT CAP",PO BOX 264,BELLE PLAINE,"BENTON, IOWA, POWESHIEK, TAMA CNT CAP"
1204,70149,IA,13,8790,BLACK HAWK COUNTY BD OF SUPERISORS,604 MULBERRY ST,WATERLOO,BLACK HAWK COUNTY BD OF SUPERISORS
1205,70162,IA,27,1250,"COMMUNITY OPPORTUNITIES, INCORPORATED",1240 HEIRES AVE,CARROLL,"COMMUNITY OPPORTUNITIES, INCORPORATED"
1206,70170,IA,33,5370,N IOWA COMMUNITY ACTION ORGANIZATION,215 15TH ST SE,MASON CITY,N IOWA COMMUNITY ACTION ORGANIZATION
1207,70185,IA,53,4680,"SOUTH CENTRAL IOWA CAP, INC.",1201 N CHURCH,LEON,"SOUTH CENTRAL IOWA CAP, INC."
1208,70190,IA,57,1120,"SE IOWA CA ORGANIZATION, INC.",111 1/2 VALLEY ST,BURLINGTON,"SE IOWA CA ORGANIZATION, INC."
1209,70191,IA,61,2430,"RIVER VALLEY CAP, INC",BOX 1310,DUBUQUE,"RIVER VALLEY CAP, INC"
1210,70199,IA,113,1340,HAWKEYE AREA COMMUNITY ACTION PROGRAM,105 8TH AVE SE,CEDAR RAPIDS,HAWKEYE AREA COMMUNITY ACTION PROGRAM
1211,70241,IA,163,2080,IOWA EAST CENTRAL TRAIN,1416 W 16TH ST,DAVENPORT,IOWA EAST CENTRAL TRAIN
1212,70248,IA,147,2780,"UPPER DES MOINES OPPORTUNITY, INC.","BOX 98, 1907 11TH ST",EMMETSBURG,"UPPER DES MOINES OPPORTUNITY, INC."
1213,70250,IA,149,7130,"MID-SIOUX OPPORTUNITY, INC.",205 S WASHINGTON,REMSEN,"MID-SIOUX OPPORTUNITY, INC."
1214,70257,IA,153,2260,IOWA STATE OEO OFFICE,300 4TH ST,DES MOINES,IOWA STATE OEO OFFICE
1215,70262,IA,153,2260,"GREATER OPPORTUNITIES, INC.",917 WALNUT,DES MOINES,"GREATER OPPORTUNITIES, INC."
1216,70278,IA,165,3660,W CENTRAL DEVELOPMENT CORP.,"520 MARKET ST, PO BOX 46",HARLAN,W CENTRAL DEVELOPMENT CORP.
1217,70283,IA,169,230,"MID-IOWA COMMUNITY ACTION, INC.",217 6TH ST,AMES,"MID-IOWA COMMUNITY ACTION, INC."
1218,70288,IA,175,1940,MATURA ACTION CORPORATION,PO BOX 465,CRESTON,MATURA ACTION CORPORATION
1219,70296,IA,179,6490,SOUTHERN IOWA ECONOMIC DEVELOPMENT ASSN,216 COMMERCIAL ST,OTTUMWA,SOUTHERN IOWA ECONOMIC DEVELOPMENT ASSN
1220,70299,IA,79,8880,"YOUR OWN UNITED RESOURCES, INC",719 DES MOINES ST,WEBSTER CITY,"YOUR OWN UNITED RESOURCES, INC"
1221,70303,IA,191,2130,NORTHEAST IOWA COMMUNITY ACTION CORP,MUNICIPAL BLDG,DECORAH,NORTHEAST IOWA COMMUNITY ACTION CORP
1262,71178,IA,33,5370,MIGRANT ACTION PROGRAM,P O BOX 778,MASON CITY,MIGRANT ACTION PROGRAM
1187,70001,KS,55,1960,KAN COUNCIL OF ARIG WORKERS-LOW INCOME F,205 WEST CHESTNUT STREET,GARDEN CITY,KAN COUNCIL OF ARIG WORKERS-LOW INCOME F
1188,70002,KS,91,4140,JOHNSON COUNTY COMMISSIONERS,JOHNSON COUNTY COURT HOUSE,OLATHE,JOHNSON COUNTY COMMISSIONERS
1189,70003,KS,177,5400,SHAWNEE CNT COMM ASST AND ACTION,"503 NEW ENG BLDG, 5TH & KANSAS",TOPEKA,SHAWNEE CNT COMM ASST AND ACTION
1193,70008,KS,59,4590,SALINA COMMUNITY ACTION COUNCIL INC,139 NORTH SANTA FE ARCADE,SALINA,SALINA COMMUNITY ACTION COUNCIL INC
1222,70316,KS,5,2560,"NORTHEAST KANSAS CAP, INC.",113 E 8TH ST,HORTON,"NORTHEAST KANSAS CAP, INC."
1223,70323,KS,11,2050,SEK CAP INC,PO BOX 128,GIRARD,SEK CAP INC
1224,70335,KS,59,4270,EAST CENTRAL EO CORPORATION,201 S MAIN,OTTAWA,EAST CENTRAL EO CORPORATION
1225,70364,KS,173,5880,WICHITA AREA COMM ACTION PROG INC,352 NORTH BROADWAY,WICHITA,WICHITA AREA COMM ACTION PROG INC
1226,70373,KS,177,5400,KANSAS STATE EO OFFICE,535 KANSAS AVE,TOPEKA,
1227,70383,KS,209,2820,ECONOMIC OPPORTUNITY FOUNDATION INC,1014 ARMSTRONG,KANSAS CITY,ECONOMIC OPPORTUNITY FOUNDATION INC
1261,71078,KS,15,1540,"MID-KANSAS CAP, INC.","PO BOX 1034, 5TH & WASHINGTON",EL DORADO,"MID-KANSAS CAP, INC."
475,40007,KY,1,740,WEST LAKE CUMBERLAND AREA DEV COUN,PO BOX 197,COLUMBIA,WEST LAKE CUMBERLAND AREA DEV COUN
476,40014,KY,5,1900,"BLUE GRASS AREA EO COUNCIL, INC.",202 WOODFORD ST,LAWRENCEBURG,"BLUE GRASS AREA EO COUNCIL, INC."
480,40029,KY,19,610,BOYD COUNTY BOARD OF EDUCATION,POST OFFICE BOX 522 COURTHOUSE,CATLETTSBURG,BOYD COUNTY BOARD OF EDUCATION
487,40055,KY,47,1620,"PENNYRILE COMM ACTION AGENCY, INC.",308 COURTHOUSE ANNEX,HOPKINSVILLE,"PENNYRILE COMM ACTION AGENCY, INC."
489,40063,KY,151,2750,"KRFDC, INC.","PO BOX 457, MAIN ST",RICHMOND,"KRFDC, INC."
491,40066,KY,69,1140,"LICKING VALLEY C.A.P., INC.",235 B W WATER ST,FLEMINGSBURG,"LICKING VALLEY C.A.P., INC."
494,40077,KY,73,1220,KENTUCKY PROGRAM DEV OFFICE,319 ANN ST,FRANKFORT,KENTUCKY PROGRAM DEV OFFICE
504,40114,KY,25,1720,MIDDLE KENTUCKY RIVER AREA DEV COUNCIL,BREATHITT COUNTY COURTHOUSE,JACKSON,MIDDLE KENTUCKY RIVER AREA DEV COUNCIL
508,40127,KY,101,1510,"H-U-W DEVELOPMENT COUNCIL, INC.","ROUTE 1, BOX 418",HENDERSON,"H-U-W DEVELOPMENT COUNCIL, INC."
509,40128,KY,105,1270,MISSISSIPPI RIVER EO COUNCIL,316 ANDERSON ST,FULTON,MISSISSIPPI RIVER EO COUNCIL
511,40132,KY,43,2480,"NE KENTUCKY AREA DEV COUNCIL, INC.",PO BOX U,OLIVE HILL,"NE KENTUCKY AREA DEV COUNCIL, INC."
512,40135,KY,107,2150,"HOPKINS-MUHLENBERG CA COMMITTEE, INC.","PO BOX 427, 11 E CENTER ST",MADISONVILLE,"HOPKINS-MUHLENBERG CA COMMITTEE, INC."
513,40137,KY,111,2090,LOUISVILLE & JEFFERSON COUNTY CA COMMIS,617 W JEFFERSON ST,LOUISVILLE,LOUISVILLE & JEFFERSON COUNTY CA COMMIS
516,40143,KY,115,2530,"BIG SANDY AREA CAP, INC.",COURT HOUSE,PAINTSVILLE,"BIG SANDY AREA CAP, INC."
520,40153,KY,59,2490,"OWENSBORO AREA EO COUNCIL, INC.",1501 FREDERICA ST BOX 630,OWENSBORO,"OWENSBORO AREA EO COUNCIL, INC."
523,40163,KY,67,1980,"CA LEXINGTON-FAYETTE COUNTY, INC.","866 A GEORGETOWN, PO BOX 1251",LEXINGTON,"CA LEXINGTON-FAYETTE COUNTY, INC."
525,40167,KY,67,1980,THE UNIV OF KENTUCKY RESEARCH FOUNDATION,LEXINGTON,LEXINGTON,THE UNIV OF KENTUCKY RESEARCH FOUNDATION
544,40235,KY,231,2260,EAST LAKE CUMBERLAND IMPROVEMENT COUN,BOX 116,MONTICELLO,EAST LAKE CUMBERLAND IMPROVEMENT COUN
551,40255,KY,73,1220,KENTUCKY CHILD WELFARE RESEARCH FOUNDAT,,FRANKFORT,KENTUCKY CHILD WELFARE RESEARCH FOUNDAT
553,40257,KY,121,160,"KNOX COUNTY EO COUNCIL, INC.",PO BOX 135,BARBOURVILLE,"KNOX COUNTY EO COUNCIL, INC."
557,40275,KY,133,3530,"LESLIE, KNOTT, LETCHER, PERRY CA COUNCIL",PO BOX 784,WHITESBURG,"LESLIE, KNOTT, LETCHER, PERRY CA COUNCIL"
569,40309,KY,155,1910,"CENTRAL KENTUCKY CA COUNCIL, INC.",406 W MAIN ST,LEBANON,"CENTRAL KENTUCKY CA COUNCIL, INC."
588,40365,KY,227,350,"SOUTHERN KENTUCKY EO COUNCIL, INC.",PO BOX 845,BOWLING GREEN,"SOUTHERN KENTUCKY EO COUNCIL, INC."
631,40466,KY,67,1980,HUNTER FOUNDATION FOR HEALTH CARE INC.,190 NORTH UPPER STREET,LEXINGTON,HUNTER FOUNDATION FOR HEALTH CARE INC.
752,41344,KY,25,1720,GRASS ROOTS CITIZENS COMM FOR ACTION,PO BOX 637,JACKSON,GRASS ROOTS CITIZENS COMM FOR ACTION
754,41431,KY,37,2400,NORTHERN KENTUCKY CA COMMISSION,"NEWPORT MALL,4TH & CTRL AVES",NEWPORT,NORTHERN KENTUCKY CA COMMISSION
755,41442,KY,51,2160,"JACKSON-CLAY COMMUNITY ACTION GROUP, INC",100 COURT STREET,MANCHESTER,"JACKSON-CLAY COMMUNITY ACTION GROUP, INC"
756,41583,KY,121,2040,JOB START CORP,RURAL ROUTE 5 BOX 879,LONDON,JOB START CORP
758,41611,KY,231,2260,"CUMBERLAND FARM PRODUCTS,INC",BOX 296,MONTICELLO,"CUMBERLAND FARM PRODUCTS,INC"
759,41612,KY,95,1420,HARLAN COUNTY COMMUNITY ACTION AGENCY,314 S MAIN ST,HARLAN,HARLAN COUNTY COMMUNITY ACTION AGENCY
761,41670,KY,151,270,MOUNTAIN MATERNAL HEALTH LEAGUE INC,211 MUICIPAL BUILDING,BEREA,MOUNTAIN MATERNAL HEALTH LEAGUE INC
998,60019,LA,117,210,WASHINGTON ASSISTANCE AGENCY INC,116 W 2ND ST POBOX 280,BOGALUSA,WASHINGTON ASSISTANCE AGENCY INC
1024,60078,LA,17,2130,CADDO PARISH POLICE JURY,"624 TRAVIS ST, ROOM 102",SHREVEPORT,CADDO PARISH POLICE JURY
1039,60168,LA,3,1210,"ALLEN ACTION AGENCY, INC.","PO BOX 540, 519 5TH ST",OBERLIN,"ALLEN ACTION AGENCY, INC."
1040,60178,LA,9,1480,"AVOYELLES PROGRESS ACTION COMMITTEE, INC",COURTHOUSE BLDG,MARKSVILLE,"AVOYELLES PROGRESS ACTION COMMITTEE, INC"
1041,60179,LA,11,590,BEAUREGARD COMMUNITY ACTION ASSOCIATION,PO BOX 573,DERIDDER,BEAUREGARD COMMUNITY ACTION ASSOCIATION
1042,60191,LA,17,2130,CAP-CAB INC,624 TRAVIS ST MED ARTS BLDG,SHREVEPORT,CAP-CAB INC
1043,60198,LA,19,1250,GULF ASSISTANCE PROG OF SW LOUISIANA,PO BOX 3049,LAKE CHARLES,GULF ASSISTANCE PROG OF SW LOUISIANA
1044,60200,LA,27,1050,"CLAIBORNE COMMUNITY ACTION ASSN., INC.","PO BOX 569, 418 EAST MAIN",HOMER,"CLAIBORNE COMMUNITY ACTION ASSN., INC."
1045,60205,LA,33,150,"COMMUNITY ADVANCEMENT, INC.","PO BOX 66043, 2147 GOV'T ST",BATON ROUGE,"COMMUNITY ADVANCEMENT, INC."
1046,60212,LA,33,150,LOUISIANA SEOO,"150 RIVERSIDE MALL, SUITE 306",BATON ROUGE,LOUISIANA SEOO
1047,60225,LA,39,2320,"EVANGELINE COMMUNITY ACTION, INC.",403 W MAGNOLIA ST,VILLE PLATTE,"EVANGELINE COMMUNITY ACTION, INC."
1048,60230,LA,43,430,"NORTH CENTRALA, INC.",205 MAIN ST,COLFAX,"NORTH CENTRALA, INC."
1049,60231,LA,47,1870,"LEMOYNE COMMUNITY ACTION, INC.",413 PLAQUEMINE ST,PLAQUEMINE,"LEMOYNE COMMUNITY ACTION, INC."
1050,60236,LA,51,1190,JEFFERSON COMMUNITY ACTION PROGRAM,1817 AIRLINE HIGHWAY,KENNER,JEFFERSON COMMUNITY ACTION PROGRAM
1051,60237,LA,53,1140,JEFF DAVIS COMMUNITY ACTION ASSN.,PO BOX 1106,JENNINGS,JEFF DAVIS COMMUNITY ACTION ASSN.
1052,60248,LA,57,2250,"LAFOURCHE CAP, INC",PO BOX 655,THIBODAUX,"LAFOURCHE CAP, INC"
1053,60251,LA,25,1000,LASALLE COMMUNITY ACTION ASSOCIATION,PO DRAWER M,HARRISONBURG,LASALLE COMMUNITY ACTION ASSOCIATION
1054,60254,LA,61,2070,"LINCOLN TOTAL COMM ACTION, INC.",116 S TRENTON,RUSTON,"LINCOLN TOTAL COMM ACTION, INC."
1055,60257,LA,65,2230,"DELTA COMM ACTION ASSOCIATION, INC.",200 S WALNUT ST,TALLULAH,"DELTA COMM ACTION ASSOCIATION, INC."
1056,60259,LA,69,1650,NATCHITOCHES AREA ACTION ASSOC INC.,PO BOX 944,NATCHITOCHES,NATCHITOCHES AREA ACTION ASSOC INC.
