Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
"The Bank of America Charitable Foundation, Inc.",NC,Asian Task Force Against Domestic Violence,Boston,MA,2013,30000,General support; Program development;,For PROGRAM/OPERATING SUPPORT,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Asian Task Force Against Domestic Violence,Boston,MA,2012,25000,Program development; Continuing support; General support;,For program and operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Asian Task Force Against Domestic Violence,Boston,MA,2011,20100,General support;Program development;,For program and operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Asian Task Force Against Domestic Violence,Boston,MA,2010,5000,,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Asian Task Force Against Domestic Violence,Boston,MA,2008,5000,,,Private,Service
The Bay State Federal Savings Charitable Foundation,MA,Asian Task Force Against Domestic Violence,Boston,MA,2007,1000,,,Private,Service
The Bay State Federal Savings Charitable Foundation,MA,Asian Task Force Against Domestic Violence,Boston,MA,2006,1000,,,Private,Service
The Campbell Family Foundation,DE,Asian Task Force Against Domestic Violence,Boston,MA,2007,5000,,,Private,Service
The Campbell Family Foundation,DE,Asian Task Force Against Domestic Violence,Boston,MA,2006,1000,,,Private,Service
"The Clowes Fund, Inc.",IN,Asian Task Force Against Domestic Violence,Boston,MA,2011,35000,Program development;,For Legal Advocacy Services Program,Private,Service
"The Clowes Fund, Inc.",IN,Asian Task Force Against Domestic Violence,Boston,MA,2008,40000,Program development;,For Legal Advocacy Services,Private,Service
The D'Arbeloff Foundation,MA,Asian Task Force Against Domestic Violence,Boston,MA,2007,2392,,,Private,Service
The Edgerley Family Foundation,MA,Asian Task Force Against Domestic Violence,Boston,MA,2014,5000,,Charitable,Private,Service
The Edgerley Family Foundation,MA,Asian Task Force Against Domestic Violence,Boston,MA,2010,5000,,,Private,Service
The Highland Street Connection,MA,Asian Task Force Against Domestic Violence,Boston,MA,2015,5000,,For community,Private,Service
The Highland Street Connection,MA,Asian Task Force Against Domestic Violence,Boston,MA,2012,2000,Program development;,For community,Private,Service
"The Hyams Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2008,46000,Program development;Continuing support;,"To promote civic participation, youth, and economic development",Private,Service
"The Hyams Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2007,40000,Program development;,"To promote civic participation, youth, and economic development",Private,Service
"The Hyams Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2005,25000,Continuing support;,,Private,Service
"The Hyams Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2004,25000,,,Private,Service
"The Liberty Mutual Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2014,120,,Matching contribution,Private,Service
"The Liberty Mutual Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2012,15000,Continuing support; Program development;,For Program Support,Private,Service
"The Liberty Mutual Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2011,15000,Program development;,For Program Support,Private,Service
"The Liberty Mutual Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2009,7500,General support;,For general support,Private,Service
The Mabel A. Horne Fund,MA,Asian Task Force Against Domestic Violence,Boston,MA,2013,15000,General support;,For general operations of the organization,Private,Service
The Mabel A. Horne Fund,MA,Asian Task Force Against Domestic Violence,Boston,MA,2012,15000,General support;,For general operating support,Private,Service
The Mabel A. Horne Fund,MA,Asian Task Force Against Domestic Violence,Boston,MA,2011,25000,General support; Continuing support;,"For general operating funds to support our umbrella program, the Asian Shelter and Advocacy (ASAP) Program",Private,Service
The Mabel A. Horne Fund,MA,Asian Task Force Against Domestic Violence,Boston,MA,2010,25000,Program development;,"For general operating support for umbrella program, the Asian Shelter and Advocacy Program. Services include New England's only multilingual emergency shelter",Private,Service
The Mabel A. Horne Fund,MA,Asian Task Force Against Domestic Violence,Boston,MA,2008,25000,General support;,For operating funds to support programs and services for victims of domestic violence,Private,Service
The Mabel A. Horne Fund,MA,Asian Task Force Against Domestic Violence,Boston,MA,2007,25000,,,Private,Service
"The Morby Family Charitable Foundation, Inc.",FL,Asian Task Force Against Domestic Violence,Boston,MA,2006,1000,,,Private,Service
"The New England Patriots Charitable Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2007,25000,,,Private,Service
"The New England Patriots Charitable Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2006,25000,,,Private,Service
"The New England Patriots Charitable Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2005,10000,,,Private,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2013,1500,General support;,For general support,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2012,1000,Program development;,For the Annual General Fund contribution,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2011,1500,General support;,For general support,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2011,1000,General support;,For general support,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2010,1000,,For support to General Fund,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2009,1500,,For the general fund for 2009,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2008,5000,General support;,For general support,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2007,10000,Continuing support; General support;,For general support,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2006,10000,General support;,For General Fund,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2005,10000,Continuing support; Program development;,For shelter,Community,Service
The New York Community Trust,NY,Asian Task Force Against Domestic Violence,Boston,MA,2004,10000,Building and renovations;,For Shelter Refurbishment,Community,Service
The Plymouth Rock Foundation,MA,Asian Task Force Against Domestic Violence,Boston,MA,2007,500,,,Private,Service
The Robert Wood Johnson Foundation,NJ,Asian Task Force Against Domestic Violence,Boston,MA,2009,175000,Program evaluations;Research;,"For research to evaluate ATASK, social norms outreach program preventing Intimate Partner Violence (IPV) in Asian immigrant populations in Massachusetts",Private,Service
The Swinerton Foundation,CA,Asian Task Force Against Domestic Violence,Boston,MA,2007,5000,,,Private,Service
The Textron Charitable Trust,RI,Asian Task Force Against Domestic Violence,Boston,MA,2008,35000,Continuing support;,,Private,Service
The Textron Charitable Trust,RI,Asian Task Force Against Domestic Violence,Boston,MA,2007,15000,Continuing support;,,Private,Service
The Textron Charitable Trust,RI,Asian Task Force Against Domestic Violence,Boston,MA,2006,15000,Continuing support;,,Private,Service
The Textron Charitable Trust,RI,Asian Task Force Against Domestic Violence,Boston,MA,2005,15000,Continuing support;,,Private,Service
The Textron Charitable Trust,RI,Asian Task Force Against Domestic Violence,Boston,MA,2004,15000,,,Private,Service
The Theodore Edson Parker Foundation,MA,Asian Task Force Against Domestic Violence,Boston,MA,2005,20000,,,Private,Service
"The TJX Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2016,5000,,Donations,Private,Service
"The TJX Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2015,5000,,,Private,Service
"The TJX Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2011,7500,,,Private,Service
"The TJX Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2010,7500,,,Private,Service
"The TJX Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2006,7500,,,Private,Service
"The TJX Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2004,7500,,,Private,Service
Theodore H. Cutler Family Charitable Trust,MA,Asian Task Force Against Domestic Violence,Boston,MA,2012,5000,General support;,General Charitable Purposes,Private,Service
"Thomas Anthony Pappas Charitable Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2012,5000,Program development;,Children'S &amp; Families PRGMS.,Private,Service
"Thomas Anthony Pappas Charitable Foundation, Inc.",MA,Asian Task Force Against Domestic Violence,Boston,MA,2010,10000,Program development;,For programs,Private,Service
Vanguard Charitable Endowment Program,MA,Asian Task Force Against Domestic Violence,Boston,MA,2014,10500,General support;,For General operating expenses,Private,Service
Vanguard Charitable Endowment Program,MA,Asian Task Force Against Domestic Violence,Boston,MA,2012,10000,General support;,For general operating expenses,Private,Service
Verizon Foundation,NJ,Asian Task Force Against Domestic Violence,Boston,MA,2012,10000,Continuing support;,,Private,Service
Verizon Foundation,NJ,Asian Task Force Against Domestic Violence,Boston,MA,2011,10000,,,Private,Service
Verizon Foundation,NJ,Asian Task Force Against Domestic Violence,Boston,MA,2010,10000,,,Private,Service
Verizon Foundation,NJ,Asian Task Force Against Domestic Violence,Boston,MA,2008,10000,,,Private,Service
Verizon Foundation,NJ,Asian Task Force Against Domestic Violence,Boston,MA,2006,3500,,,Private,Service
Verizon Foundation,NJ,Asian Task Force Against Domestic Violence,Boston,MA,2005,5000,,,Private,Service
"Yu-Lo Charitable Foundation, Inc.",FL,Asian Task Force Against Domestic Violence,Boston,MA,2016,500,Program development;,To provide shelter and support services for asian survivors of domestic violence.,Private,Service
Fidelity Charitable Gift Fund,OH,Asian Women and Children Centers,Portland,OR,2015,5000,,,Private,Service
Fidelity Charitable Gift Fund,OH,Asian Women and Children Centers,Portland,OR,2015,10000,,,Private,Service
Fidelity Charitable Gift Fund,OH,Asian Women for Health,Somerville,MA,2015,2500,,,Private,Service
Buuck Family Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2006,2500,,,Private,Service
Buuck Family Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2005,2500,,,Private,Service
F. R. Bigelow Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2014,15000,Program development;,,Private,Service
F. R. Bigelow Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2013,15000,Program development; Conference attendance;,,Private,Service
F. R. Bigelow Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2011,15000,Program development;,"Toward Safe and Healthy Choices Project in Ramsey, Washington and Dakota counties",Private,Service
HRK Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2014,10000,General support;,For General Operating Support,Private,Service
HRK Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2003,5000,,,Private,Service
Medtronic Communities Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2016,100,,"Individual grants listed here may have an immaterial difference due to timing differences between when Medtronic Communities Foundation posts a grant to its trial balance and when Yourcause, LLC pays the grant on Medtronic's behalf",Private,Service
Minnesota Community Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2013,7500,,,Community,Service
Otto Bremer Trust,MN,Asian Women United of Minnesota,Minneapolis,MN,2013,30000,General support;,For general operating support,Private,Service
Otto Bremer Trust,MN,Asian Women United of Minnesota,Minneapolis,MN,2012,5000,General support;,For general operating support of this organization serving Asian victims of domestic abuse and their children,Private,Service
Otto Bremer Trust,MN,Asian Women United of Minnesota,Minneapolis,MN,2011,25000,General support;,For general operating support,Private,Service
Otto Bremer Trust,MN,Asian Women United of Minnesota,Minneapolis,MN,2010,20000,Capacity-building and technical assistance;Program development;,To improve capacity,Private,Service
Otto Bremer Trust,MN,Asian Women United of Minnesota,Minneapolis,MN,2008,6500,Program development;,For care and supportive services to Asian women and children who are victims of domestic violence,Private,Service
Otto Bremer Trust,MN,Asian Women United of Minnesota,Minneapolis,MN,2005,10000,System and operational improvements; Program development;,To enhance board governance and strengthen financial system,Private,Service
The Minneapolis Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2012,7500,Program development;,For community advocacy and shelter services,Community,Service
The Minneapolis Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2011,20000,,,Community,Service
The Saint Paul Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2014,15000,Program development;,,Community,Service
The Saint Paul Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2013,15000,,,Community,Service
The Saint Paul Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2011,15000,Program development;,"To help finance the budget of the Safe and Healthy Choices Project in Ramsey, Washington and Dakota Counties",Community,Service
Verizon Foundation,NJ,Asian Women United of Minnesota,Minneapolis,MN,2010,5000,,,Private,Service
Warren Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2004,2000,,,Private,Service
WCA Foundation,MN,Asian Women United of Minnesota,Minneapolis,MN,2014,10000,,Paige General Operating,Private,Service
The San Francisco Foundation,CA,Asian Women's Resource Center Gum Moon Women's Residence,San Francisco,CA,2013,1000,General support;,For general support,Community,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2015,75000,Program development;,06/09/2015 Multilingual Access Model Enhancement,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2015,15000,Program development;,07/31/2015 2015 BSAV Core Support Initiative,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2014,15000,General support;,For 2014 BSAV Core Support/General Operating Support,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2014,150000,Technical assistance;Program evaluations;,"For Multilingual Access Model Enhancement/To enhance the Multilingual Access Model (MLAM), a promising domestic violence (DV) service innovation that provides language support and advocacy in over 40 different languages to improve access to DV services for limited-English-speaking survivors from underserved communities",Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2012,20000,General support;,For Blue Shield Against Violence Core Support Initiative,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2012,29000,Faculty and staff development; Leadership and professional development;,For Executive Leadership Transition,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2012,63509,Program development;,"For Supporting and Promoting Cultural Competency in California's Domestic Violence Field for High-Need, Underserved Populations",Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2011,23000,Leadership and professional development;,For Executive Leadership Transition Project,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2010,20000,Capacity-building and technical assistance;Program development;,For Blue Shield Against Violence (BSAV) Core Support Initiative,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,85000,Capacity-building and technical assistance; Financial sustainability;,For Executive Transition and Sustainability Project,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,85000,Capacity-building and technical assistance;Program development;,For Executive Transition and Sustainability Project,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,5000,,For Shelter Initiative,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2008,5000,,For Shelter Initiative,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2007,25000,Capacity-building and technical assistance;,For capacity-building Foundation support - Matching Funds Appeal,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2007,5000,,For California Shelters,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2006,25000,Capacity-building and technical assistance;,For Capacity Building Support/Matching Funds Appeal,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2006,5000,Program development;,For California Shelters,Private,Service
Blue Shield of California Foundation,CA,Asian Womens Shelter,San Francisco,CA,2005,5000,,,Private,Service
Bothin Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,20000,Equipment;,For new vehicle request,Private,Service
Charles Schwab Foundation,CA,Asian Womens Shelter,San Francisco,CA,2014,681,,To 501(C)(3) public charities and none are paid to a related entity.,Private,Service
Charles Schwab Foundation,CA,Asian Womens Shelter,San Francisco,CA,2013,200,,All grants listed are to 501(C)(3) public charities and none are paid to a related entity.,Private,Service
Charles Schwab Foundation,CA,Asian Womens Shelter,San Francisco,CA,2013,1500,,All grants listed are to 501(C)(3) public charities and none are paid to a related entity.,Private,Service
Chintu Gudiya Foundation,CA,Asian Womens Shelter,San Francisco,CA,2007,10000,,,Private,Service
Deutsche Bank Americas Foundation,NY,Asian Womens Shelter,San Francisco,CA,2015,250,,,Private,Service
Deutsche Bank Americas Foundation,NY,Asian Womens Shelter,San Francisco,CA,2007,10000,Program development;,For Transitional Service Program,Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2015,5000,Program development;,"To support an emergency shelter for victims of domestic violence in the bay area. 10,000 Over two years (2013-2015)",Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2014,5000,Program development;,"To support an emergency shelter for victims of domestic violence in the bay area 10,000 over two years (2013-2015)",Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2013,5000,Program development;,"For emergency shelter for victims of domestic violence in the Bay Area 10,000 over two years (2013-2015)",Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2012,15000,Program development;,For emergency shelter for victims of domestic violence in the Bay Area,Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2009,5000,,,Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2007,5000,,To support emergency shelter for victims of domestic violence,Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2005,5000,General support;,For general support,Private,Service
"Evelyn and Walter Haas, Jr. Fund",CA,Asian Womens Shelter,San Francisco,CA,2005,350,General support;,For general support,Private,Service
G and G Educational Foundation,CT,Asian Womens Shelter,San Francisco,CA,2015,1000,Program development;,Funding for asisan artists public art,Private,Service
G and G Educational Foundation,CT,Asian Womens Shelter,San Francisco,CA,2015,500,,Support for survivors of domestic violence,Private,Service
G and G Educational Foundation,CT,Asian Womens Shelter,San Francisco,CA,2014,500,,Support for survivors of domestic violence,Private,Service
Horizons Foundation,CA,Asian Womens Shelter,San Francisco,CA,2011,2000,General support;,For Asian Women's Shelter,Private,Service
Horizons Foundation,CA,Asian Womens Shelter,San Francisco,CA,2010,2000,General support;,For unrestricted,Private,Service
Horizons Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,3000,General support;,For unrestricted grant,Private,Service
Marguerite Casey Foundation,WA,Asian Womens Shelter,San Francisco,CA,2008,2000,General support;,For general support,Private,Service
Mckesson Foundation,CA,Asian Womens Shelter,San Francisco,CA,2015,500,Capacity-building and technical assistance;,"Board of Directors Grants Under these programs, employees that serve on the Board of Directors of a qualifying nonprofit organization are eligible for a $500 grant to the nonprofit for which they serve Employees who are higher level can request up to $2,500",Private,Service
Metta Fund,CA,Asian Womens Shelter,San Francisco,CA,2014,60000,General support;,For General Operating Support,Private,Service
S. H. Cowell Foundation,CA,Asian Womens Shelter,San Francisco,CA,2012,60000,General support;,For operating support,Private,Service
Silicon Valley Community Foundation,CA,Asian Womens Shelter,San Francisco,CA,2016,2500,,,Community,Service
Silicon Valley Community Foundation,CA,Asian Womens Shelter,San Francisco,CA,2014,500,,,Community,Service
Silicon Valley Community Foundation,CA,Asian Womens Shelter,San Francisco,CA,2014,2500,,,Community,Service
Silicon Valley Community Foundation,CA,Asian Womens Shelter,San Francisco,CA,2012,2500,,,Community,Service
Silicon Valley Community Foundation,CA,Asian Womens Shelter,San Francisco,CA,2011,2500,Program development;,For a Lakshmi Circle sponsor at 23rd Anniversary Gala,Community,Service
Silicon Valley Community Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,3000,,For pilot program to strengthen leadership skills of volunteers and train them to be citizen activists,Community,Service
The Arthur M. Blank Family Foundation,GA,Asian Womens Shelter,San Francisco,CA,2006,1500,,For general operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Asian Womens Shelter,San Francisco,CA,2008,5000,,,Private,Service
The California Endowment,CA,Asian Womens Shelter,San Francisco,CA,2016,24000,Program development;,Matching Gift: To support efforts to address the social and health needs of women and children in the Asian Pacific Islander community who are dealing with the impact of domestic violence in the Bay Area.,Community,Service
The California Endowment,CA,Asian Womens Shelter,San Francisco,CA,2015,27000,Program development;,Matching Gift: To support efforts to address the social and health needs of women and children in the Asian Pacific Islander community who are dealing with the impact of domestic violence in the Bay Area.,Community,Service
The California Endowment,CA,Asian Womens Shelter,San Francisco,CA,2010,5000,Capacity-building and technical assistance;,For Dandelion Campaign,Community,Service
The California Endowment,CA,Asian Womens Shelter,San Francisco,CA,2010,25000,General support;,For Core Support,Community,Service
The Global Fund for Women,CA,Asian Womens Shelter,San Francisco,CA,2010,7500,,"For the Dandelion project, which includes developing a public space to house AWS' Community Building Program and planning and documenting its executive transition process",Private,Service
The PG&E Corporation Foundation,CA,Asian Womens Shelter,San Francisco,CA,2013,2500,Program development;,For Post-Shelter Transitional Housing Program,Private,Service
The PG&E Corporation Foundation,CA,Asian Womens Shelter,San Francisco,CA,2012,5000,Program development;,For Asian Women's Shelter Program Support,Private,Service
The Robert Wood Johnson Foundation,NJ,Asian Womens Shelter,San Francisco,CA,2009,175000,Research;,"To evaluate, through research, Intimate Partner Violence (IPV) prevention program for lesbian, gay, bisexual and transsexual immigrants and refugees in San Francisco",Private,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2013,60000,General support; Building and renovations;,"For $10,000 for general support and $50,000 for shelter and backyard renovations",Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2013,1000,General support;,For general support,Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2012,1000,General support;,For general support,Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2011,1000,General support;,For general support,Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2011,3000,General support;,For general support,Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2010,40000,Capacity-building and technical assistance;Leadership and professional development;Technical assistance;,"To ensure smooth leadership and organizational transition, sustain AWS's fiscal health and build upon fund development efforts, and serve as a model for learning for other non-profits undergoing leadership transitions, especially within the domestic violence field",Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2010,1000,General support;,For general support,Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,20000,,,Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,1000,General support;,For general support,Community,Service
The San Francisco Foundation,CA,Asian Womens Shelter,San Francisco,CA,2003,75000,Capacity-building and technical assistance;,To expand capacity to prevent domestic violence among families,Community,Service
The Skoll Foundation,CA,Asian Womens Shelter,San Francisco,CA,2016,2500,General support;,General operating support. Grant recommended by Cristina for the Anniversary Grant Program.,Private,Service
The Swinerton Foundation,CA,Asian Womens Shelter,San Francisco,CA,2014,1466,,,Private,Service
Theodore and Doris Lee Family Foundation,NV,Asian Womens Shelter,San Francisco,CA,2014,1000,General support;,General,Private,Service
Three Swallows Foundation,VA,Asian Womens Shelter,San Francisco,CA,2015,1000,Program development;,Gen,Private,Service
Tides Foundation,CA,Asian Womens Shelter,San Francisco,CA,2015,3000,General support;,General support,Private,Service
Tides Foundation,CA,Asian Womens Shelter,San Francisco,CA,2015,35000,"Equal access; Product and service delivery; Policy, advocacy and systems reform; General support; Advocacy; ",General support,Private,Service
Tides Foundation,CA,Asian Womens Shelter,San Francisco,CA,2011,35000,General support;,For general support,Private,Service
Tides Foundation,CA,Asian Womens Shelter,San Francisco,CA,2009,25000,General support;,For general support,Private,Service
Tides Foundation,CA,Asian Womens Shelter,San Francisco,CA,2006,9500,,,Private,Service
Tides Foundation,CA,Asian Womens Shelter,San Francisco,CA,2004,3000,,,Private,Service
Tides Foundation,CA,Asian Womens Shelter,San Francisco,CA,2003,2500,,,Private,Service
Ute City Charitable Trust,CA,Asian Womens Shelter,San Francisco,CA,2006,2500,,,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2016,30000,Program development;,"This grant provides general operating support to The Asian Women's Shelter, which provides shelter and support services to women in need and their children. The organization also operates a 24-hour hotline and works with law enforcement to aid them in understanding the particular needs of Asian victims of abuse.",Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2013,30000,Program development;,For The Asian Women's Shelter to provide shelter and support services to women in need and their children. The organization operates a 24-hour hotline and works with law enforcement to aid them in understanding the particular needs of Asian victims of abuse. Support from the Fund helps to keep these valuable support services available,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2012,30000,,,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2012,2500,,,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2011,30000,General support;,For general operating support,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2011,2500,General support;,For general operating support,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2010,30000,,,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2010,2500,,,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2009,2500,,,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2008,2500,,,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2007,2500,,For year-end holiday grant,Private,Service
Walter and Elise Haas Fund,CA,Asian Womens Shelter,San Francisco,CA,2005,2500,Program development;,For holiday grant,Private,Service
Wells Fargo Foundation,MN,Asian Womens Shelter,San Francisco,CA,2010,1000,,,Private,Service
Wells Fargo Foundation,MN,Asian Womens Shelter,San Francisco,CA,2009,4000,,,Private,Service
Williams Sonoma Foundation,CA,Asian Womens Shelter,San Francisco,CA,2016,300,General support;,General Support,Private,Service
Williams Sonoma Foundation,CA,Asian Womens Shelter,San Francisco,CA,2015,600,General support;,General Support,Private,Service
Annenberg Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,60000,Program development;,"To provide education, health and human services to Asian and other immigrant communities to enhance their ability to contribute to the social economic and cultural fabric of the United States",Private,Service
AT&T Foundation,TX,Asian Youth Center,San Gabriel,CA,2007,5000,Information technology;,"For purchase of computer hardware and pay for technical personnel to maintain agency server and 29 computer work stations.  labs support after-school programs used by students to assist with homework, tutoring and college preparation",Private,Service
AT&T Foundation,TX,Asian Youth Center,San Gabriel,CA,2006,10000,Online media;Information technology;,For technology capacity building project to provide hardware and software to expand administrative capacity and increase outreach services to at-risk youth and families from low-income communities,Private,Service
AT&T Foundation,TX,Asian Youth Center,San Gabriel,CA,2005,7500,,,Private,Service
AT&T Foundation,TX,Asian Youth Center,San Gabriel,CA,2004,7500,,,Private,Service
AT&T Foundation,TX,Asian Youth Center,San Gabriel,CA,2003,5150,,,Private,Service
Citi Foundation,NY,Asian Youth Center,San Gabriel,CA,2006,4000,,For After School Program,Private,Service
Coalition for Hope and Unity,CA,Asian Youth Center,San Gabriel,CA,2013,750,Program development;,Provides resources for after school programs,Private,Service
East West Bank Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,4650,General support;,General,Private,Service
East West Bank Foundation,CA,Asian Youth Center,San Gabriel,CA,2014,4740,Program development;,In Support of the nonprofit organization,Private,Service
Eleven Twenty Seven Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,250,General support;,General support,Private,Service
MUFG Union Bank Foundation,CA,Asian Youth Center,San Gabriel,CA,2014,2500,Program development;,Charitable,Private,Service
