Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
The San Francisco Foundation,CA,Latino Commission on Alcohol and Drug Abuse Services of Sonoma County,Santa Rosa,CA,2005,20000,Capacity-building and technical assistance;,To build capacity to provide accessible and culturally competent substance abuse treatment services to Latinos in San Francisco and San Mateo counties,Community,Service
The San Francisco Foundation,CA,Latino Commission on Alcohol and Drug Abuse Services of Sonoma County,Santa Rosa,CA,2004,15000,Program development;,For strategic planning,Community,Service
The San Francisco Foundation,CA,Latino Commission on Alcohol and Drug Abuse Services of Sonoma County,Santa Rosa,CA,2003,25000,Program development;,To expand affordable transitional housing opportunities for individuals in recovery from drugs and alcohol addiction in San Mateo and San Francisco Counties,Community,Service
Cow Creek Umpqua Indian Foundation,OR,Latino Community Association,Bend,OR,2008,5765,Program development;,For the Community Education Program's family forums and educational seminars,Private,Service
Fischer Family Fund,OR,Latino Community Association,Bend,OR,2015,500,General support;,Day to day operations,Private,Service
Langston Family Foundation,AK,Latino Community Association,Bend,OR,2008,1000,,,Private,Service
Meyer Memorial Trust,OR,Latino Community Association,Bend,OR,2013,24500,Capacity-building and technical assistance;,To increase organizational capacity of this agency that provides self-sufficiency services for the immigrant Latino community in central Oregon,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Latino Community Association,Bend,OR,2007,2500,,,Private,Service
The Collins Foundation,OR,Latino Community Association,Bend,OR,2015,20000,Capacity-building and technical assistance;,For Sustain a full-time assistant director position to oversee programs that address critical needs of low-income Latino individuals and families with limited English-language proficiency and limited formal education who live in Central Oregon,Private,Service
The Collins Foundation,OR,Latino Community Association,Bend,OR,2012,10000,General support;,"To support operations serving low-income, immigrant Latino families in Central Oregon",Private,Service
The Collins Foundation,OR,Latino Community Association,Bend,OR,2010,8000,Program development; Continuing support;,"To provide basic assistance services for low-income, immigrant families in central Oregon",Private,Service
The Collins Foundation,OR,Latino Community Association,Bend,OR,2009,20000,Program development;,To provide basic assistance services for low-income immigrant families in central Oregon,Private,Service
The Collins Foundation,OR,Latino Community Association,Bend,OR,2016,5000,General support;,Sustain a full-time assistant director position to oversee programs that address critical needs of low-income Latino individuals and families with limited English-language proficiency and limited formal education who live in Central Oregon,Private,Service
The Ford Family Foundation,OR,Latino Community Association,Bend,OR,2006,400,,For Ford Scholar Internship Program,Private,Service
The Ford Family Foundation,OR,Latino Community Association,Bend,OR,2013,5000,Program development;,For Expanding the Capacity of the Latino Community Association,Private,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2015,35500,,,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2014,500,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2013,5000,Program development;,To expand basic assistance and education services through the Latino Family Empowerment Center,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2013,500,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2012,3000,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2012,1000,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2012,3500,Program development;,"For the Youth Community Involvement project, helping to increase youth leadership opportunities in the tri-county region",Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2011,2500,General support;,For short-term emergency operating support and technical assistance,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2011,6500,Program development;,To expand the English Tutoring program by doubling the current number of students,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2011,5000,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2011,1000,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2011,5000,Program development;,For a youth leadership coordinator,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2010,2500,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2010,5000,,"For La Clase Project, after-school program at Vern Patrick and Lynch elementary schools that builds Spanish literacy, self-esteem, integration and continuity with family and culture of origin for Latino students",Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2010,800,Conference attendance; Conferences and exhibits;,"For registration, transportation and overnight costs for Latina women to attend the Latina Empowerment Conference in Portland, providing leadership training, professional development, and networking opportunities",Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2009,2500,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2009,1000,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2009,30000,Capacity-building and technical assistance;Fundraising;Marketing;,"For one-time support of capacity building, primarily though refinement of organization's strategic plan, and development of marketing and fundraising plans",Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2009,13000,Program development;,"For La Clase Project, after-school program at Vern Patrick and Lynch elementary schools that builds Spanish literacy, self-esteem, integration and continuity with family and culture of origin for Latino students",Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2009,3100,,For volunteer English language tutoring program,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2008,15000,Volunteer development; Program development;,To help fund the Volunteer Program and the Childcare Service Program,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2008,5000,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2008,10000,Capacity-building and technical assistance;Program development;Continuing support;,For third and final year to hire bilingual executive director to manage and develop program,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2008,6735,,,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2007,10000,Capacity-building and technical assistance; Program development;,To hire bilingual executive director to manage and develop program,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2007,1000,General support;,For general support,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2006,10000,Capacity-building and technical assistance;,For volunteer and program coordinator position,Community,Service
The Oregon Community Foundation,OR,Latino Community Association,Bend,OR,2005,21250,Capacity-building and technical assistance;,To hire bilingual executive director to manage and develop program,Community,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2012,30000,Program development;,For Youth Intervention Programs CLC Support and Summer Programming,Private,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2011,30000,Program development;Continuing support;,For Summer Enrichment Program and Community Learning Centers,Private,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2010,10000,Program development;,For Summer Enrichment Program,Private,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2009,8000,Program development;,For RFP-Summer Enrichment Program,Private,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2008,25000,Program development;,For Youth Intervention Programs,Private,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2007,45000,Program development;,For Summer Youth Program,Private,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2006,35000,Program development;,For summer programs for children and youth ages 4-13,Private,Service
Bader Philanthropies,WI,Latino Community Center,Milwaukee,WI,2004,10000,Program development;,For HOMIES Outreach Ministries,Private,Service
Daniel M. Soref Charitable Trust,WI,Latino Community Center,Milwaukee,WI,2007,30000,,,Private,Service
Daniel M. Soref Charitable Trust,WI,Latino Community Center,Milwaukee,WI,2006,35000,,,Private,Service
Emory T. Clark Family Foundation,WI,Latino Community Center,Milwaukee,WI,2011,10000,,,Private,Service
Gardner Foundation,WI,Latino Community Center,Milwaukee,WI,2007,2000,,,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2010,10000,Program development;,For Teen Programming,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2009,8000,,For human resource consultation,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2009,20000,Program development;,For specialized programming for teens,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2008,1500,,For Diagnostic Clinic,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2006,7500,,,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2005,7500,,,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2005,1750,,,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2004,10000,,,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2003,24793,,,Private,Service
Greater Milwaukee Foundation,WI,Latino Community Center,Milwaukee,WI,2003,24030,Program development;,To continue to address issue of gang violence in Milwaukee,Private,Service
"Herbert H. Kohl Charities, Inc.",WI,Latino Community Center,Milwaukee,WI,2006,300,,,Private,Service
"Herbert H. Kohl Charities, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,300,,,Private,Service
Hispanics in Philanthropy,CA,Latino Community Center,Milwaukee,WI,2005,25000,,,Private,Service
Jane Bradley Pettit Foundation,WI,Latino Community Center,Milwaukee,WI,2007,15000,General support;Continuing support;,For operations,Private,Service
Jane Bradley Pettit Foundation,WI,Latino Community Center,Milwaukee,WI,2006,15000,General support;Continuing support;,For operations,Private,Service
Jane Bradley Pettit Foundation,WI,Latino Community Center,Milwaukee,WI,2005,25000,Continuing support;General support;,For operating support,Private,Service
Jane Bradley Pettit Foundation,WI,Latino Community Center,Milwaukee,WI,2004,15000,General support;,For operating support,Private,Service
Jane Bradley Pettit Foundation,WI,Latino Community Center,Milwaukee,WI,2003,10000,,,Private,Service
"Joy Global Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2007,9000,,,Private,Service
"Joy Global Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,7500,,,Private,Service
Lowe's Charitable and Educational Foundation,NC,Latino Community Center,Milwaukee,WI,2007,25000,Building and renovations;,For building renovation,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,25000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,1300,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,70000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,17000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,5000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,41700,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,13000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,7500,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,4000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,2500,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,6000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,50000,,,Private,Service
"Managed Health Services, Inc.",WI,Latino Community Center,Milwaukee,WI,2003,5000,General support;,For general support,Private,Service
"Northwestern Mutual Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2008,20000,Continuing support;,,Private,Service
"Northwestern Mutual Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2007,20000,Continuing support;,,Private,Service
"Northwestern Mutual Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,15000,Continuing support;,,Private,Service
"Northwestern Mutual Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2004,15000,Continuing support;,,Private,Service
"Northwestern Mutual Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2003,15000,Continuing support;,,Private,Service
"Stackner Family Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2011,5000,,,Private,Service
The Argosy Foundation,WI,Latino Community Center,Milwaukee,WI,2007,10000,Continuing support;,,Private,Service
The Argosy Foundation,WI,Latino Community Center,Milwaukee,WI,2006,10000,Continuing support;,,Private,Service
The Argosy Foundation,WI,Latino Community Center,Milwaukee,WI,2005,10000,,,Private,Service
The Argosy Foundation,WI,Latino Community Center,Milwaukee,WI,2005,1804,,,Private,Service
The Argosy Foundation,WI,Latino Community Center,Milwaukee,WI,2005,5000,,,Private,Service
The Cudahy Foundation,WI,Latino Community Center,Milwaukee,WI,2004,35000,,,Private,Service
The Holt Family Foundation Ltd.,WI,Latino Community Center,Milwaukee,WI,2005,500,,,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2011,75000,Continuing support;General support;,For general operations,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2010,50000,Capital and infrastructure;,For capital improvements,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2010,90000,General support;Continuing support;,For general operations,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2009,90000,Continuing support;General support;,For general operations,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2008,100000,Continuing support;General support;,To support general operations,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2007,100000,Continuing support;General support;,For general operations,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2006,100000,General support;Continuing support;,For general operating support,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,100000,General support;Continuing support;,For general operating support,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2004,100000,Continuing support;General support;,For general operating support,Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2003,20000,Program development;,"For HOMIES outreach ministry, helping youths escape violence through employment",Private,Service
"The Lynde and Harry Bradley Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2003,80000,Program development; Continuing support;,"For general operations, HOMIES Outreach Ministries, Violence Free Zone and Street Talk Ministries",Private,Service
U.S. Bank Foundation,WI,Latino Community Center,Milwaukee,WI,2009,5000,General support;,For general operating support,Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2012,2000,Program development;,For Latino Community Center - Summer Enrichment Program for Youth,Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2011,2000,Program development;,For Summer Enrichment Program,Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2010,2000,Program development;,For Program Support (Summer Enrichment Program),Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2008,1000,,For Teen and Fun Friday Events for Youth,Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2008,1000,,For Christmas Event for Kids,Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2006,5000,,For Fiesta Boricua sponsorship,Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2006,750,,For Christmas event for kids,Private,Service
"We Energies Foundation, Inc.",WI,Latino Community Center,Milwaukee,WI,2005,5000,Financial sustainability;,For event sponsorships,Private,Service
Weiss Family Foundation,WI,Latino Community Center,Milwaukee,WI,2010,5000,,,Private,Service
Weiss Family Foundation,WI,Latino Community Center,Milwaukee,WI,2005,2500,,,Private,Service
Weiss Family Foundation,WI,Latino Community Center,Milwaukee,WI,2004,2500,,,Private,Service
AmazonSmile Foundation,WA,Latino Community Development Agency,Oklahoma City,OK,2014,10,General support;,General support,Private,Service
American Fidelity Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2015,1560,Program development;,Urban/Civic,Private,Service
American Fidelity Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2014,1576,Program development;,Urban/Civic,Private,Service
American Fidelity Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2008,1420,,,Private,Service
AT&T Foundation,TX,Latino Community Development Agency,Oklahoma City,OK,2005,25000,Online media;Information technology;,For new computer lab which will address community educational needs by providing Latino youth and adults opportunity for exposure to computer technology and basic computer skills,Private,Service
Communities Foundation of Oklahoma,OK,Latino Community Development Agency,Oklahoma City,OK,2011,50000,Program development;,For Tony Reyes Bilingual Development Center,Private,Service
"Darden Restaurants, Inc. Foundation",FL,Latino Community Development Agency,Oklahoma City,OK,2007,10000,,,Private,Service
Inasmuch Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2014,5000,Program development;,Nutrition program,Private,Service
Inasmuch Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2012,5000,Program development;,For HIB visa for bilingual bicultural medical doctor,Private,Service
Inasmuch Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2011,1500,Program development;,For Annual awards luncheon,Private,Service
Inasmuch Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2011,1500,Program development;,For Annual awards luncheon,Private,Service
Inasmuch Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2008,25000,Program development;,For Hombres de Paz batterers treatment program,Private,Service
Inasmuch Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2007,25000,Program development;,For empowerment programs,Private,Service
"Oklahoma City Community Foundation, Inc.",OK,Latino Community Development Agency,Oklahoma City,OK,2016,150,Capacity-building and technical assistance;,Celebrations Preschool,Community,Service
"Oklahoma City Community Foundation, Inc.",OK,Latino Community Development Agency,Oklahoma City,OK,2016,35000,Program development;,Clinica de La Mujer Latina,Community,Service
"Oklahoma City Community Foundation, Inc.",OK,Latino Community Development Agency,Oklahoma City,OK,2016,500,Capacity-building and technical assistance;,,Community,Service
"Oklahoma City Community Foundation, Inc.",OK,Latino Community Development Agency,Oklahoma City,OK,2014,33000,Program development;,Latino Women's Clinc - Clinica de la Mujer Latina,Community,Service
"Oklahoma City Community Foundation, Inc.",OK,Latino Community Development Agency,Oklahoma City,OK,2012,5000,Program development;,For De Compras Con Salud y Sabor (Grocery Shopping with Health and Flavor),Community,Service
"Oklahoma City Community Foundation, Inc.",OK,Latino Community Development Agency,Oklahoma City,OK,2011,10000,Program development;,For LCDA 4-H Summer Program,Community,Service
The Allstate Foundation,IL,Latino Community Development Agency,Oklahoma City,OK,2012,1000,Program development;,For Agency Owner Volunteerism,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Latino Community Development Agency,Oklahoma City,OK,2013,25000,General support;Program development;,For PROGRAM/OPERATING SUPPORT,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Latino Community Development Agency,Oklahoma City,OK,2012,6000,Program development; General support;,For program and operating support,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Latino Community Development Agency,Oklahoma City,OK,2010,8000,,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Latino Community Development Agency,Oklahoma City,OK,2008,10000,Continuing support;,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Latino Community Development Agency,Oklahoma City,OK,2007,10000,,,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2014,30000,Program development;,Charitable program activities support,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2013,15000,Program development;,For CHARITABLE PROGRAM ACTIVITIES SUPPORT,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2012,20000,Program development;,For program support,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2011,25000,Program development;,For Tony Reyes Bilingual Early Childhood Development Center,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2010,18500,Continuing support;,,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2009,25000,Continuing support;,,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2008,20000,Continuing support;,,Private,Service
The JPMorgan Chase Foundation,NY,Latino Community Development Agency,Oklahoma City,OK,2007,10000,,,Private,Service
The UPS Foundation,GA,Latino Community Development Agency,Oklahoma City,OK,2005,10000,,,Private,Service
William Thomas Speller Foundation,OK,Latino Community Development Agency,Oklahoma City,OK,2011,2500,,,Private,Service
Hispanics in Philanthropy,CA,Latino Community Development Center,Durham,NC,2005,64500,,,Private,Service
"Mary Reynolds Babcock Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2005,30000,Program development;,For Grassroots Organization Program,Private,Service
W. K. Kellogg Foundation,MI,Latino Community Development Center,Durham,NC,2009,500000,Program development;,To expand Latino low-income family access to services and education programs toward financial independence and economic security,Private,Service
W. K. Kellogg Foundation,MI,Latino Community Development Center,Durham,NC,2005,1500,General support;,For general support,Private,Service
W. K. Kellogg Foundation,MI,Latino Community Development Center,Durham,NC,2005,160000,Program development;,To strengthen capacity and increase number of grassroots Latino leaders/donors involved in work of philanthropy in North Carolina,Private,Service
"Z. Smith Reynolds Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2013,35000,Program development; Research;,For Affordable Housing Research Project,Private,Service
"Z. Smith Reynolds Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2013,250000,Program development;,For Immigrant Integration Project,Private,Service
"Z. Smith Reynolds Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2011,675000,General support;,For general operating support,Private,Service
"Z. Smith Reynolds Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2007,1200000,Seed money;,To open three new branches of Latino Community Credit Union in North Carolina,Private,Service
"Z. Smith Reynolds Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2005,30000,Capacity-building and technical assistance;Program development;,To build capacity of grassroots Latino organizations to better respond to needs of growing low-income Hispanic community of state,Private,Service
"Z. Smith Reynolds Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2004,450000,General support;,For operating support for Latino Community Credit Union,Private,Service
"Z. Smith Reynolds Foundation, Inc.",NC,Latino Community Development Center,Durham,NC,2003,30000,General support;Program development;,For general operating support aimed at Latino leadership development,Private,Service
Citizens Charitable Foundation,,Latino Community Development Corporation,Fishers,IN,2008,1500,General support;,For general operating support,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2015,18500,Program development;,Santa Comes to Town,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2014,18500,Program development;,For Santa Comes to Town,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2013,15000,Program development;,For Santa Comes to Town,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2012,15000,Program development;,For Santa Comes to Town,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2011,15000,Continuing support; Program development;,For Santa Comes to Town program,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2010,15000,Program development; Continuing support;,For Santa Comes to Town,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2009,15000,Continuing support; Program development;,For Santa Comes to Town,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2008,15000,Program development;,For Santa Comes to Town program,Private,Service
Lilly Endowment Inc.,IN,Latino Community Development Corporation,Fishers,IN,2007,7500,Program development;,For Santa Comes to Town program,Private,Service
"The Wal-Mart Foundation, Inc.",AR,Latino Community Development Corporation,Fishers,IN,2010,4200,,,Private,Service
AT&T Foundation,TX,Latino Community Foundation,San Francisco,CA,2005,10000,Online media;,"For Latino Literacy Network project, early literacy program, which will focus on establishment of web portal as adjunct to Lee y Seras project that operates under Educational Achievement focus area",Private,Advocacy
Broadcom Foundation,CA,Latino Community Foundation,San Francisco,CA,2014,25000,General support;,General &amp; unrestricted,Private,Advocacy
Carl and Eloise Pohlad Family Foundation,MN,Latino Community Foundation,San Francisco,CA,2015,537,,General Operating/Employee Matching Gift,Private,Advocacy
Castellano Family Foundation,CA,Latino Community Foundation,San Francisco,CA,2016,5000,Conferences and exhibits;,2016 Sacramento summit ca latino agenda sponsorship,Private,Advocacy
Castellano Family Foundation,CA,Latino Community Foundation,San Francisco,CA,2015,5000,Conferences and exhibits;,2015 Sacramento summit sponsorship,Private,Advocacy
Castellano Family Foundation,CA,Latino Community Foundation,San Francisco,CA,2011,2500,Financial sustainability;,For event sponsorship,Private,Advocacy
Castellano Family Foundation,CA,Latino Community Foundation,San Francisco,CA,2010,2500,Financial sustainability;,For event sponsorship,Private,Advocacy
Castellano Family Foundation,CA,Latino Community Foundation,San Francisco,CA,2008,5000,,,Private,Advocacy
Castellano Family Foundation,CA,Latino Community Foundation,San Francisco,CA,2007,5000,,,Private,Advocacy
Castellano Family Foundation,CA,Latino Community Foundation,San Francisco,CA,2005,25000,,,Private,Advocacy
Charles Schwab Foundation,CA,Latino Community Foundation,San Francisco,CA,2013,500,,All grants listed are to 501(C)(3) public charities and none are paid to a related entity.,Private,Advocacy
Craig Fund Inc.,CA,Latino Community Foundation,San Francisco,CA,2015,13500,General support;,Contribution to General Fund,Private,Advocacy
Craig Fund Inc.,CA,Latino Community Foundation,San Francisco,CA,2014,4000,General support;,Contribution to General Fund,Private,Advocacy
Marin Community Foundation,CA,Latino Community Foundation,San Francisco,CA,2015,6180,General support;,Provide operating support,Community,Advocacy
Mary Wohlford Foundation,CA,Latino Community Foundation,San Francisco,CA,2013,2000,Program development;,Civic,Private,Advocacy
"Rockefeller Philanthropy Advisors, Inc.",NY,Latino Community Foundation,San Francisco,CA,2012,10000,Program development;,For Philanthropic Inclusion Fund,Private,Advocacy
S. H. Cowell Foundation,CA,Latino Community Foundation,San Francisco,CA,2015,25000,Leadership and professional development;,To recruit and hire a new CEO and build a strong staff.,Private,Advocacy
Salesforce  Foundation,CA,Latino Community Foundation,San Francisco,CA,2016,500,,Public &amp; Social Benefit,Private,Advocacy
Silicon Valley Community Foundation,CA,Latino Community Foundation,San Francisco,CA,2014,1000,Program development;,Funder identified this grant as explicitly benefiting males of color,Community,Advocacy
The California Endowment,CA,Latino Community Foundation,San Francisco,CA,2017,25000,Program development;,Promoting Connections Between Civic Engagement and Improved Health: To support social media and Spanish-language media to educate Latinos about the connections between civic engagement and improved health outcomes and the unique health concerns of historically marginalized communities in California.,Community,Advocacy
The California Endowment,CA,Latino Community Foundation,San Francisco,CA,2017,300,Program development;,"Matching Gift: To provide education, health and safety-net services for underserved Latino communities throughout California.",Community,Advocacy
The California Endowment,CA,Latino Community Foundation,San Francisco,CA,2016,5000,Conferences and exhibits;,2015 Sacramento Summit: For sponsorship of an annual policy conference bringing together leaders to discuss successful strategies to ensure better health outcomes for Latino communities throughout California,Community,Advocacy
The California Endowment,CA,Latino Community Foundation,San Francisco,CA,2016,50000,Program development;,Advancing Latino Health Through Awareness and Advocacy: To support outreach and advocacy efforts aimed at improving the health and safety of Latino communities in the Central Valley and Central Coast of California.,Community,Advocacy
The California Endowment,CA,Latino Community Foundation,San Francisco,CA,2016,10000,,"Supporting Community Health Workers: To invest in Latino-based organizations that train and partner with community health workers to promote activities focused on healthy eating behaviors, increasing physical activity and family wellness in Latino communities in California.",Community,Advocacy
The California Endowment,CA,Latino Community Foundation,San Francisco,CA,2016,10000,Fundraising;,"2016 Gala: For sponsorship of an annual fundraising event to provide education, health and safety-net services for underserved Latino children throughout California.",Community,Advocacy
